"gene_name","module","color","kME_yellow","kME_grey","kME_turquoise","kME_blue","kME_red","kME_black","kME_green","kME_brown","kME_pink"
"Gm28153","turquoise","turquoise",0.0241166742106791,-0.225433903484034,0.309406252679072,-0.255167250665561,-0.114652794406567,0.108959086838493,0.245893300204651,0.0362947818048406,-0.0218299644494385
"Pkhd1","grey","grey",0.0223114801201377,0.0345302797277534,-0.000349479158696285,0.0273706415135054,-0.0405304538701114,-0.0211010561567557,-0.0142004980887876,-0.0152098864893714,-0.0118679229326337
"Paqr8","grey","grey",0.0528513995086995,-0.00159790966166037,0.0453559406216477,-0.0481537337876739,-0.00388864450130575,0.00713797537025227,-0.00581562396620118,-0.0512658829800396,0.0422557165493088
"Tmem14a","grey","grey",0.0159370473695717,-0.0304620165708122,0.0597739132574061,-0.0590244150281599,0.00395317184487561,0.0397024948224625,0.0261109448859508,-0.0114598246195417,0.00673979283286355
"Gsta3","black","black",0.015575776589553,-0.0103404783639995,0.04946453320831,-0.052584836689659,0.0504523653786454,0.121290732084932,0.0153172247434279,-0.0105130074238015,-0.00253510219509322
"Kcnq5","red","red",0.0705405257574716,0.141219407001737,-0.045584956853282,0.0099734623759275,0.247249127631835,0.237045003367775,-0.153044596000756,-0.0929828540967018,-0.0708704538546378
"Rims1","turquoise","turquoise",0.437000984637437,-0.212372454005902,0.691714374849154,-0.617501299346392,-0.150321498138707,0.10313177322511,0.212400587328472,-0.352424580838051,0.460999185664972
"Ogfrl1","blue","blue",-0.00900219405305291,0.132387613979766,-0.178448838468039,0.227579133758385,-0.0796684694090789,-0.11922201454338,-0.117290550042031,0.0520393079065426,-0.0792507902292647
"B3gat2","grey","grey",0.079795644152911,0.105729526218242,-0.0553306651906791,0.0726876825288507,0.0164450481985106,-0.0139209785382615,-0.109297033420242,-0.0446191465429714,-0.0181676764038767
"Smap1","grey","grey",0.130234541139403,0.0737556390436786,0.0507071895893117,-0.000293681268144432,-0.0324706903267444,-0.0168789402620855,-0.0284052782272339,-0.07179206766899,0.00777117983905328
"Sdhaf4","grey","grey",0.0484819582424008,0.0294167934003714,0.00370900601561514,-0.00450314430802273,0.0216162264900719,-0.0142860210444541,-0.0197367676598316,-0.0283493563326577,0.00139364846453441
"Fam135a","grey","grey",0.155379083400571,0.203349213093487,-0.0412744011345896,0.0943761815055138,0.041661047330762,0.0407478062764659,-0.14830641058169,-0.108388889832655,-0.0797325440250387
